participant_id,session_id,started_at,experiment,session,condition,task,range,block_name,stimulus_index,type,ascii_art,image_path,true_value,sample_id,response,user_agent
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,11,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_010_0.3103_blurred.png,0.3103,sample_011,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,12,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_011_0.785_blurred.png,0.785,sample_012,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,13,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_012_0.7162_blurred.png,0.7162,sample_013,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,14,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_013_0.4062_blurred.png,0.4062,sample_014,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,15,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_014_0.3909_blurred.png,0.3909,sample_015,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,16,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_015_0.3917_blurred.png,0.3917,sample_016,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,17,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_016_0.4521_blurred.png,0.4521,sample_017,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,18,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_017_0.5624_blurred.png,0.5624,sample_018,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,19,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_018_0.516_blurred.png,0.516,sample_019,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Line length ratio,Range 2,Image - Noised | Line length ratio | Range 2,20,image,"",experiments/line_length_ratio/0.3_0.8/blurred/sample_019_0.4456_blurred.png,0.4456,sample_020,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,21,image,"",experiments/marker_location/0.3_0.8/blurred/sample_000_0.48727_blurred.png,0.48727,sample_001,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,22,image,"",experiments/marker_location/0.3_0.8/blurred/sample_001_0.77536_blurred.png,0.77536,sample_002,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,23,image,"",experiments/marker_location/0.3_0.8/blurred/sample_002_0.666_blurred.png,0.666,sample_003,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,24,image,"",experiments/marker_location/0.3_0.8/blurred/sample_003_0.59933_blurred.png,0.59933,sample_004,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,25,image,"",experiments/marker_location/0.3_0.8/blurred/sample_004_0.37801_blurred.png,0.37801,sample_005,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,26,image,"",experiments/marker_location/0.3_0.8/blurred/sample_005_0.378_blurred.png,0.378,sample_006,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,27,image,"",experiments/marker_location/0.3_0.8/blurred/sample_006_0.32904_blurred.png,0.32904,sample_007,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,28,image,"",experiments/marker_location/0.3_0.8/blurred/sample_007_0.73309_blurred.png,0.73309,sample_008,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,29,image,"",experiments/marker_location/0.3_0.8/blurred/sample_008_0.60056_blurred.png,0.60056,sample_009,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,30,image,"",experiments/marker_location/0.3_0.8/blurred/sample_009_0.65404_blurred.png,0.65404,sample_010,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,31,image,"",experiments/marker_location/0.3_0.8/blurred/sample_010_0.31029_blurred.png,0.31029,sample_011,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,32,image,"",experiments/marker_location/0.3_0.8/blurred/sample_011_0.78495_blurred.png,0.78495,sample_012,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,33,image,"",experiments/marker_location/0.3_0.8/blurred/sample_012_0.71622_blurred.png,0.71622,sample_013,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,34,image,"",experiments/marker_location/0.3_0.8/blurred/sample_013_0.40617_blurred.png,0.40617,sample_014,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,35,image,"",experiments/marker_location/0.3_0.8/blurred/sample_014_0.39091_blurred.png,0.39091,sample_015,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,36,image,"",experiments/marker_location/0.3_0.8/blurred/sample_015_0.3917_blurred.png,0.3917,sample_016,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,37,image,"",experiments/marker_location/0.3_0.8/blurred/sample_016_0.45212_blurred.png,0.45212,sample_017,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,38,image,"",experiments/marker_location/0.3_0.8/blurred/sample_017_0.56238_blurred.png,0.56238,sample_018,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,39,image,"",experiments/marker_location/0.3_0.8/blurred/sample_018_0.51597_blurred.png,0.51597,sample_019,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Marker Location,Range 2,Image - Noised | Marker Location | Range 2,40,image,"",experiments/marker_location/0.3_0.8/blurred/sample_019_0.44561_blurred.png,0.44561,sample_020,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,41,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_000_4.4982_blurred.png,4.423,sample_001,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,42,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_001_6.8029_blurred.png,6.8648,sample_002,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,43,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_002_5.928_blurred.png,5.8363,sample_003,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,44,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_003_5.3946_blurred.png,5.3502,sample_004,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,45,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_004_3.6241_blurred.png,3.5532,sample_005,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,46,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_005_3.624_blurred.png,3.5089,sample_006,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,47,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_006_3.2323_blurred.png,3.1623,sample_007,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,48,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_007_6.4647_blurred.png,6.5192,sample_008,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,49,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_008_5.4045_blurred.png,5.3502,sample_009,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,50,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_009_5.8323_blurred.png,5.8149,sample_010,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,51,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_010_3.0823_blurred.png,3.0104,sample_011,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,52,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_011_6.8796_blurred.png,6.8283,sample_012,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,53,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_012_6.3298_blurred.png,6.255,sample_013,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,54,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_013_3.8494_blurred.png,3.75,sample_014,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,55,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_014_3.7273_blurred.png,3.6056,sample_015,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
